Term;Status;Synonym;FR;EN;NL
CareSet;active;;Un ensemble structuré de données cliniques relatives à un domaine spécifique (vaccination, allergie, médication, etc.), défini par un modèle logique et destiné à être partagé entre systèmes de soins de santé;A structured set of clinical data related to a specific domain (vaccination, allergy, medication, etc.), defined by a logical model and intended to be shared between healthcare systems;Een gestructureerde set klinische gegevens met betrekking tot een specifiek domein (vaccinatie, allergie, medicatie, enz.), gedefinieerd door een logisch model en bedoeld om te worden gedeeld tussen zorgsystemen
